A,B,C,D,E,F,G,H,I
36,36,188,59,1.9478,-13.968,1.7356,-14.865,443.99
37,37,188,59,1.9478,-15.381,1.4267,-14.76,491.26
38,38,188,59,1.9478,-16.773,1.0976,-14.877,539.52
39,39,188,59,1.9478,-18.169,0.80381,-15.225,586.88
40,40,188,59,1.9478,-19.611,0.65708,-15.7,631.57
41,41,188,59,1.9478,-21.103,0.77284,-16.197,671.91
42,42,188,59,1.9478,-22.544,1.2054,-16.706,706.12
43,43,188,59,1.9478,-23.772,1.9602,-17.284,732.03
44,44,188,59,1.9478,-24.669,2.9996,-18.002,746.91
45,45,188,59,1.9478,-25.231,4.2748,-18.908,747.44
46,46,188,59,1.9478,-25.538,5.7597,-20.017,730.22
47,47,188,59,1.9478,-25.685,7.446,-21.326,692.53
48,48,188,59,1.9478,-25.718,9.3121,-22.85,633.52
49,49,188,59,1.9478,-25.604,11.32,-24.648,555.27
50,50,188,59,1.9478,-25.237,13.469,-26.818,463.36
51,51,188,59,1.9478,-24.481,15.863,-29.506,366.52
52,52,188,59,1.9478,-23.324,18.66,-32.819,275.09
53,53,188,59,1.9478,-21.91,21.932,-36.746,198.56
54,54,188,59,1.9478,-20.459,25.558,-40.976,142.98
55,55,188,59,1.9478,-19.083,29.315,-44.872,109.31
56,56,188,59,1.9478,-17.699,33.075,-47.764,93.496
57,57,188,59,1.9478,-16.13,36.872,-49.329,88.571
58,58,188,59,1.9478,-14.265,40.797,-49.599,87.684
59,59,188,59,1.9478,-12.131,44.843,-48.631,84.942
60,60,188,59,1.9478,-9.8464,48.806,-46.391,74.541
61,61,188,59,1.9478,-7.5335,52.341,-43.1,0
62,62,188,59,1.9478,-5.273,55.214,-39.521,0
63,63,188,59,1.9478,-3.0985,57.412,-36.418,0
64,64,188,59,1.9478,-1.0168,59.059,-34.139,0
65,65,188,59,1.9478,0.97107,60.255,-32.515,0
66,66,188,59,1.9478,2.8731,61.032,-31.095,0
67,67,188,59,1.9478,4.7172,61.424,-29.543,0
68,68,188,59,1.9478,6.5349,61.498,-27.857,0
69,69,188,59,1.9478,8.3301,61.298,-26.209,0
70,70,188,59,1.9478,10.075,60.813,-24.695,0
71,71,188,59,1.9478,11.738,60.015,-23.284,0
72,72,188,59,1.9478,13.324,58.956,-21.959,0
73,73,188,59,1.9478,14.846,57.708,-20.837,0
74,74,188,59,1.9478,16.301,56.272,-20.092,0
75,75,188,59,1.9478,17.639,54.55,-19.819,0
76,76,188,59,1.9478,18.799,52.437,-19.946,0
77,77,188,59,1.9478,19.746,49.925,-20.263,0
78,78,188,59,1.9478,20.493,47.104,-20.526,0
79,79,188,59,1.9478,21.083,44.061,-20.592,0
80,80,188,59,1.9478,21.56,40.808,-20.467,0
81,81,188,59,1.9478,21.955,37.282,-20.282,0
82,82,188,59,1.9478,22.276,33.46,-20.203,0
83,83,188,59,1.9478,22.495,29.387,-20.321,0
84,84,188,59,1.9478,22.572,25.171,-20.635,0
85,85,188,59,1.9478,22.493,20.947,-21.083,0
86,86,188,59,1.9478,22.301,16.864,-21.581,0
87,87,188,59,1.9478,22.076,13.086,-22.058,0
88,88,188,59,1.9478,21.877,9.7647,-22.488,0
89,89,188,59,1.9478,21.7,6.976,-22.881,0
90,90,188,59,1.9478,21.503,4.6902,-23.233,0
91,91,188,59,1.9478,21.287,2.8489,-23.488,0
92,92,188,59,1.9478,21.145,1.4743,-23.6,0
93,93,188,59,1.9478,21.217,0.73773,-23.583,0
94,94,188,59,1.9478,21.581,0.81612,-23.452,0
95,95,188,59,1.9478,22.195,1.7551,-23.155,0
96,96,188,59,1.9478,22.931,3.4178,-22.676,0
97,97,188,59,1.9478,23.661,5.5162,-22.279,0
98,98,188,59,1.9478,24.346,7.7396,-22.525,0
99,99,188,59,1.9478,25.078,9.962,-23.825,0
100,100,188,59,1.9478,25.996,12.36,-25.882,0
0,0,188,59,1.9262,30.341,9.17,-19.754,73.141
1,1,188,59,1.9262,30.289,9.9141,-22.163,223.05
2,2,188,59,1.9262,30.265,10.692,-25.479,362.65
3,3,188,59,1.9262,30.387,12.234,-28.055,477.75
4,4,188,59,1.9262,30.666,14.927,-28.895,563.33
5,5,188,59,1.9262,30.878,18.133,-28.573,623.02
6,6,188,59,1.9262,30.688,20.667,-28.427,665.33
7,7,188,59,1.9262,29.941,21.946,-29.096,699.05
8,8,188,59,1.9262,28.789,22.372,-30.061,729.73
9,9,188,59,1.9262,27.552,22.724,-30.386,758.25
10,10,188,59,1.9262,26.467,23.412,-29.655,781.58
11,11,188,59,1.9262,25.542,24.23,-28.232,794.86
12,12,188,59,1.9262,24.609,24.733,-26.777,793.75
13,13,188,59,1.9262,23.498,24.712,-25.674,775.94
14,14,188,59,1.9262,22.142,24.251,-24.913,741.77
15,15,188,59,1.9262,20.567,23.487,-24.321,693.87
16,16,188,59,1.9262,18.843,22.471,-23.798,636.43
17,17,188,59,1.9262,17.024,21.219,-23.355,574.24
18,18,188,59,1.9262,15.144,19.808,-23.006,511.89
19,19,188,59,1.9262,13.223,18.346,-22.707,453.19
20,20,188,59,1.9262,11.275,16.89,-22.397,400.84
21,21,188,59,1.9262,9.3086,15.404,-22.068,356.39
22,22,188,59,1.9262,7.3298,13.808,-21.775,320.37
23,23,188,59,1.9262,5.3365,12.058,-21.574,292.48
24,24,188,59,1.9262,3.3277,10.206,-21.468,272.04
25,25,188,59,1.9262,1.316,8.3653,-21.387,258.24
26,26,188,59,1.9262,-0.67732,6.622,-21.257,250.43
27,27,188,59,1.9262,-2.6422,4.9739,-21.06,248.25
28,28,188,59,1.9262,-4.5741,3.3874,-20.846,251.68
29,29,188,59,1.9262,-6.4412,1.9109,-20.653,260.91
30,30,188,59,1.9262,-8.1774,0.68657,-20.449,276.25
31,31,188,59,1.9262,-9.7289,-0.1718,-20.136,297.98
32,32,188,59,1.9262,-11.087,-0.64261,-19.621,326.16
33,33,188,59,1.9262,-12.28,-0.75921,-18.869,360.49
34,34,188,59,1.9262,-13.35,-0.56708,-17.932,400.22
35,35,188,59,1.9262,-14.339,-0.13576,-16.916,444.11
36,36,188,59,1.9262,-15.303,0.42105,-15.935,490.55
37,37,188,59,1.9262,-16.31,0.97411,-15.072,537.75
38,38,188,59,1.9262,-17.402,1.447,-14.373,583.89
39,39,188,59,1.9262,-18.566,1.8588,-13.857,627.37
40,40,188,59,1.9262,-19.744,2.2989,-13.529,666.8
41,41,188,59,1.9262,-20.879,2.8646,-13.381,700.99
42,42,188,59,1.9262,-21.937,3.6227,-13.402,728.7
43,43,188,59,1.9262,-22.868,4.6176,-13.593,748.38
44,44,188,59,1.9262,-23.579,5.8989,-13.965,757.9
45,45,188,59,1.9262,-23.992,7.4936,-14.523,754.44
46,46,188,59,1.9262,-24.125,9.3632,-15.312,734.8
47,47,188,59,1.9262,-24.094,11.392,-16.454,696.1
48,48,188,59,1.9262,-23.998,13.463,-18.139,636.87
49,49,188,59,1.9262,-23.804,15.553,-20.505,558.24
50,50,188,59,1.9262,-23.34,17.743,-23.514,464.72
51,51,188,59,1.9262,-22.417,20.18,-26.983,364.15
52,52,188,59,1.9262,-20.98,23.047,-30.739,266.48
53,53,188,59,1.9262,-19.163,26.485,-34.715,181.5
54,54,188,59,1.9262,-17.185,30.432,-38.896,116.31
55,55,188,59,1.9262,-15.227,34.581,-43.214,73.409
56,56,188,59,1.9262,-13.375,38.605,-47.487,50.326
57,57,188,59,1.9262,-11.626,42.36,-51.487,41.086
58,58,188,59,1.9262,-9.8903,45.849,-55.023,38.853
59,59,188,59,1.9262,-8.0356,49.125,-57.853,38.126
60,60,188,59,1.9262,-5.9875,52.203,-59.506,34.081
61,61,188,59,1.9262,-3.7883,55.053,-59.4,0
62,62,188,59,1.9262,-1.5403,57.645,-57.269,0
63,63,188,59,1.9262,0.68133,59.977,-53.494,0
64,64,188,59,1.9262,2.8502,62.038,-48.951,0
65,65,188,59,1.9262,4.96,63.765,-44.53,0
66,66,188,59,1.9262,7.0032,65.061,-40.794,0
67,67,188,59,1.9262,8.9771,65.885,-37.929,0
68,68,188,59,1.9262,10.884,66.305,-35.833,0
69,69,188,59,1.9262,12.719,66.424,-34.245,0
70,70,188,59,1.9262,14.46,66.277,-32.929,0
71,71,188,59,1.9262,16.085,65.815,-31.764,0
72,72,188,59,1.9262,17.592,64.964,-30.697,0
73,73,188,59,1.9262,19.012,63.7,-29.642,0
74,74,188,59,1.9262,20.397,62.08,-28.49,0
75,75,188,59,1.9262,21.769,60.198,-27.219,0
76,76,188,59,1.9262,23.107,58.139,-25.947,0
77,77,188,59,1.9262,24.36,55.938,-24.88,0
78,78,188,59,1.9262,25.489,53.574,-24.186,0
79,79,188,59,1.9262,26.485,50.973,-23.901,0
80,80,188,59,1.9262,27.348,48.052,-23.907,0
81,81,188,59,1.9262,28.079,44.769,-24.029,0
82,82,188,59,1.9262,28.683,41.15,-24.165,0
83,83,188,59,1.9262,29.174,37.282,-24.305,0
84,84,188,59,1.9262,29.569,33.293,-24.408,0
85,85,188,59,1.9262,29.866,29.305,-24.31,0
86,86,188,59,1.9262,30.035,25.376,-23.879,0
87,87,188,59,1.9262,30.044,21.534,-23.233,0
88,88,188,59,1.9262,29.918,17.872,-22.672,0
89,89,188,59,1.9262,29.731,14.589,-22.345,0
90,90,188,59,1.9262,29.563,11.891,-22.101,0
91,91,188,59,1.9262,29.442,9.8543,-21.667,0
92,92,188,59,1.9262,29.356,8.3852,-20.983,0
93,93,188,59,1.9262,29.287,7.3209,-20.324,0
94,94,188,59,1.9262,29.241,6.5701,-20.036,0
95,95,188,59,1.9262,29.235,6.1913,-20.126,0
96,96,188,59,1.9262,29.269,6.3546,-20.203,0
97,97,188,59,1.9262,29.308,7.1231,-20.023,0
98,98,188,59,1.9262,29.278,8.2103,-20.099,0
99,99,188,59,1.9262,29.118,9.0793,-21.466,0
100,100,188,59,1.9262,28.863,9.5152,-24.523,0
0,0,188,59,1.5361,29.645,11.281,-24.392,26.803
1,1,188,59,1.5361,29.833,12.444,-27.58,104.55
2,2,188,59,1.5361,30.076,13.798,-31.271,187.02
3,3,188,59,1.5361,30.304,15.734,-33.559,269.22
4,4,188,59,1.5361,30.411,18.306,-34.065,349.61
5,5,188,59,1.5361,30.202,20.811,-34.025,428.9
6,6,188,59,1.5361,29.53,22.365,-34.561,507.48
7,7,188,59,1.5361,28.493,22.847,-35.388,583.05
8,8,188,59,1.5361,27.438,23.058,-35.399,650.3
9,9,188,59,1.5361,26.616,23.72,-34.239,702.66
10,10,188,59,1.5361,25.964,24.756,-32.556,734.86
11,11,188,59,1.5361,25.208,25.522,-31.139,744.71
12,12,188,59,1.5361,24.151,25.623,-30.186,733.56
13,13,188,59,1.5361,22.783,25.149,-29.472,705.42
14,14,188,59,1.5361,21.196,24.34,-28.818,665.69
15,15,188,59,1.5361,19.498,23.378,-28.19,619.78
16,16,188,59,1.5361,17.793,22.404,-27.574,572.31
17,17,188,59,1.5361,16.126,21.475,-26.981,526.71
18,18,188,59,1.5361,14.449,20.488,-26.473,485.31
19,19,188,59,1.5361,12.687,19.282,-26.111,449.51
20,20,188,59,1.5361,10.821,17.809,-25.895,420.05
21,21,188,59,1.5361,8.9141,16.192,-25.757,397.12
22,22,188,59,1.5361,7.0443,14.591,-25.631,380.51
23,23,188,59,1.5361,5.2483,13.091,-25.484,369.68
24,24,188,59,1.5361,3.5234,11.704,-25.297,363.84
25,25,188,59,1.5361,1.8858,10.471,-25.032,362.13
26,26,188,59,1.5361,0.38921,9.4632,-24.644,363.63
27,27,188,59,1.5361,-0.9784,8.6214,-24.181,367.62
28,28,188,59,1.5361,-2.3155,7.789,-23.747,373.64
29,29,188,59,1.5361,-3.7203,6.8737,-23.398,381.58
30,30,188,59,1.5361,-5.2032,5.9183,-23.091,391.69
31,31,188,59,1.5361,-6.7049,5.0121,-22.748,404.35
32,32,188,59,1.5361,-8.1588,4.1963,-22.337,419.87
33,33,188,59,1.5361,-9.5205,3.4732,-21.863,438.27
34,34,188,59,1.5361,-10.768,2.8592,-21.318,459.2
35,35,188,59,1.5361,-11.907,2.3743,-20.715,482.04
36,36,188,59,1.5361,-12.96,2.018,-20.116,506.02
37,37,188,59,1.5361,-13.941,1.7801,-19.586,530.34
38,38,188,59,1.5361,-14.854,1.6687,-19.134,554.28
39,39,188,59,1.5361,-15.713,1.7077,-18.722,577.2
40,40,188,59,1.5361,-16.54,1.916,-18.317,598.56
41,41,188,59,1.5361,-17.337,2.3105,-17.932,617.93
42,42,188,59,1.5361,-18.084,2.9008,-17.606,635
43,43,188,59,1.5361,-18.775,3.6568,-17.395,649.51
44,44,188,59,1.5361,-19.451,4.5019,-17.362,661.14
45,45,188,59,1.5361,-20.132,5.3756,-17.556,669.14
46,46,188,59,1.5361,-20.749,6.3106,-17.974,671.96
47,47,188,59,1.5361,-21.182,7.4109,-18.596,666.88
48,48,188,59,1.5361,-21.351,8.7503,-19.428,650.08
49,49,188,59,1.5361,-21.258,10.317,-20.536,617.3
50,50,188,59,1.5361,-20.906,12.082,-22.038,565.27
51,51,188,59,1.5361,-20.247,14.101,-24.096,493.48
52,52,188,59,1.5361,-19.305,16.461,-26.806,405.68
53,53,188,59,1.5361,-18.194,19.203,-30.202,310.07
54,54,188,59,1.5361,-17.003,22.296,-34.213,217.75
55,55,188,59,1.5361,-15.678,25.701,-38.682,139.52
56,56,188,59,1.5361,-14.093,29.387,-43.338,82.485
57,57,188,59,1.5361,-12.204,33.294,-47.727,47.946
58,58,188,59,1.5361,-10.106,37.287,-51.45,31.707
59,59,188,59,1.5361,-7.9255,41.173,-54.515,26.568
60,60,188,59,1.5361,-5.7602,44.733,-57.3,25.747
61,61,188,59,1.5361,-3.6753,47.822,-60.109,0
62,62,188,59,1.5361,-1.6954,50.456,-62.726,0
63,63,188,59,1.5361,0.22575,52.824,-64.428,0
64,64,188,59,1.5361,2.214,55.159,-64.593,0
65,65,188,59,1.5361,4.3723,57.495,-63.273,0
66,66,188,59,1.5361,6.666,59.659,-60.949,0
67,67,188,59,1.5361,8.9412,61.483,-57.959,0
68,68,188,59,1.5361,11.083,62.974,-54.325,0
69,69,188,59,1.5361,13.109,64.233,-50.132,0
70,70,188,59,1.5361,15.088,65.25,-45.849,0
71,71,188,59,1.5361,17.019,65.907,-42.088,0
72,72,188,59,1.5361,18.845,66.123,-39.18,0
73,73,188,59,1.5361,20.547,65.911,-37.092,0
74,74,188,59,1.5361,22.162,65.31,-35.625,0
75,75,188,59,1.5361,23.714,64.327,-34.55,0
76,76,188,59,1.5361,25.16,62.94,-33.599,0
77,77,188,59,1.5361,26.456,61.176,-32.513,0
78,78,188,59,1.5361,27.597,59.076,-31.224,0
79,79,188,59,1.5361,28.594,56.651,-29.944,0
80,80,188,59,1.5361,29.425,53.86,-28.987,0
81,81,188,59,1.5361,30.056,50.647,-28.483,0
82,82,188,59,1.5361,30.479,46.991,-28.34,0
83,83,188,59,1.5361,30.727,42.96,-28.402,0
84,84,188,59,1.5361,30.831,38.685,-28.546,0
85,85,188,59,1.5361,30.815,34.346,-28.601,0
86,86,188,59,1.5361,30.722,30.099,-28.389,0
87,87,188,59,1.5361,30.593,25.998,-27.92,0
88,88,188,59,1.5361,30.413,22.022,-27.453,0
89,89,188,59,1.5361,30.128,18.23,-27.225,0
90,90,188,59,1.5361,29.733,14.837,-27.086,0
91,91,188,59,1.5361,29.303,12.091,-26.616,0
92,92,188,59,1.5361,28.928,10.056,-25.617,0
93,93,188,59,1.5361,28.63,8.572,-24.464,0
94,94,188,59,1.5361,28.373,7.418,-23.834,0
95,95,188,59,1.5361,28.127,6.5689,-23.982,0
96,96,188,59,1.5361,27.893,6.2543,-24.374,0
97,97,188,59,1.5361,27.696,6.7371,-24.414,0
98,98,188,59,1.5361,27.58,7.9484,-24.372,0
99,99,188,59,1.5361,27.592,9.4076,-25.315,0
100,100,188,59,1.5361,27.734,10.73,-27.723,0
0,0,164,71,1.5098,27.748,4.552,-25.949,6.9069
1,1,164,71,1.5098,27.672,6.2224,-26.575,124.03
2,2,164,71,1.5098,27.424,7.4833,-28.041,223.37
3,3,164,71,1.5098,27.238,8.722,-29.49,295.76
4,4,164,71,1.5098,27.346,10.617,-30.124,342.52
5,5,164,71,1.5098,27.762,13.44,-29.75,373.87
6,6,164,71,1.5098,28.245,16.67,-28.602,403.62
7,7,164,71,1.5098,28.464,19.404,-27.015,443.1
8,8,164,71,1.5098,28.237,21.119,-25.269,497.23
9,9,164,71,1.5098,27.584,21.939,-23.552,563.91
10,10,164,71,1.5098,26.632,22.303,-21.977,636.02
11,11,164,71,1.5098,25.518,22.566,-20.574,704.67
12,12,164,71,1.5098,24.378,22.851,-19.32,762.12
13,13,164,71,1.5098,23.325,23.116,-18.186,803.58
14,14,164,71,1.5098,22.369,23.258,-17.154,827.58
15,15,164,71,1.5098,21.414,23.17,-16.228,835.38
16,16,164,71,1.5098,20.369,22.812,-15.412,829.91
17,17,164,71,1.5098,19.231,22.267,-14.662,814.61
18,18,164,71,1.5098,18.057,21.684,-13.89,792.6
19,19,164,71,1.5098,16.882,21.158,-13.049,766.28
20,20,164,71,1.5098,15.679,20.657,-12.194,737.39
21,21,164,71,1.5098,14.383,20.06,-11.442,707.23
22,22,164,71,1.5098,12.948,19.263,-10.897,676.88
23,23,164,71,1.5098,11.382,18.256,-10.586,647.37
24,24,164,71,1.5098,9.7418,17.121,-10.453,619.67
25,25,164,71,1.5098,8.082,15.96,-10.378,594.63
26,26,164,71,1.5098,6.4177,14.82,-10.247,572.89
27,27,164,71,1.5098,4.7426,13.672,-10.05,554.82
28,28,164,71,1.5098,3.0615,12.449,-9.9138,540.61
29,29,164,71,1.5098,1.3898,11.113,-10.016,530.25
30,30,164,71,1.5098,-0.25992,9.6929,-10.423,523.62
31,31,164,71,1.5098,-1.876,8.2724,-11.023,520.54
32,32,164,71,1.5098,-3.4398,6.9361,-11.637,520.88
33,33,164,71,1.5098,-4.9365,5.7347,-12.188,524.57
34,34,164,71,1.5098,-6.3723,4.6804,-12.725,531.64
35,35,164,71,1.5098,-7.7584,3.7696,-13.313,542.15
36,36,164,71,1.5098,-9.077,3.0132,-13.947,556.11
37,37,164,71,1.5098,-10.282,2.4503,-14.56,573.35
38,38,164,71,1.5098,-11.346,2.1241,-15.093,593.43
39,39,164,71,1.5098,-12.304,2.0296,-15.549,615.58
40,40,164,71,1.5098,-13.214,2.1137,-15.988,638.74
41,41,164,71,1.5098,-14.105,2.3313,-16.473,661.72
42,42,164,71,1.5098,-14.982,2.6562,-17.035,683.38
43,43,164,71,1.5098,-15.863,3.0527,-17.671,702.78
44,44,164,71,1.5098,-16.766,3.4847,-18.371,719.21
45,45,164,71,1.5098,-17.662,3.9583,-19.14,732.11
46,46,164,71,1.5098,-18.478,4.5264,-20.004,740.68
47,47,164,71,1.5098,-19.152,5.246,-20.989,743.55
48,48,164,71,1.5098,-19.662,6.1483,-22.134,738.41
49,49,164,71,1.5098,-20.034,7.2458,-23.492,722.03
50,50,164,71,1.5098,-20.335,8.5544,-25.083,690.78
51,51,164,71,1.5098,-20.619,10.098,-26.869,641.75
52,52,164,71,1.5098,-20.858,11.858,-28.888,574.19
53,53,164,71,1.5098,-20.93,13.764,-31.416,490.84
54,54,164,71,1.5098,-20.71,15.766,-34.745,398.35
55,55,164,71,1.5098,-20.15,17.96,-38.719,306.5
56,56,164,71,1.5098,-19.303,20.562,-42.688,225.79
57,57,164,71,1.5098,-18.269,23.709,-46.161,164.45
58,58,164,71,1.5098,-17.139,27.322,-49.229,125.69
59,59,164,71,1.5098,-15.952,31.192,-52.033,106.81
60,60,164,71,1.5098,-14.664,35.139,-54.075,100.77
61,61,164,71,1.5098,-13.17,39.074,-54.427,0
62,62,164,71,1.5098,-11.37,42.9,-52.708,0
63,63,164,71,1.5098,-9.2393,46.432,-49.643,0
64,64,164,71,1.5098,-6.853,49.466,-46.555,0
65,65,164,71,1.5098,-4.3354,51.935,-44.197,0
66,66,164,71,1.5098,-1.7685,53.903,-42.357,0
67,67,164,71,1.5098,0.82843,55.461,-40.439,0
68,68,164,71,1.5098,3.4454,56.632,-38.17,0
69,69,164,71,1.5098,6.0254,57.372,-35.715,0
70,70,164,71,1.5098,8.4903,57.647,-33.312,0
71,71,164,71,1.5098,10.817,57.484,-31.04,0
72,72,164,71,1.5098,13.038,56.936,-28.942,0
73,73,164,71,1.5098,15.172,56.017,-27.158,0
74,74,164,71,1.5098,17.187,54.721,-25.762,0
75,75,164,71,1.5098,19.055,53.088,-24.555,0
76,76,164,71,1.5098,20.791,51.176,-23.278,0
77,77,164,71,1.5098,22.419,48.979,-22.042,0
78,78,164,71,1.5098,23.932,46.405,-21.236,0
79,79,164,71,1.5098,25.289,43.37,-21.063,0
80,80,164,71,1.5098,26.438,39.888,-21.344,0
81,81,164,71,1.5098,27.327,36.055,-21.741,0
82,82,164,71,1.5098,27.946,31.998,-22.045,0
83,83,164,71,1.5098,28.341,27.827,-22.257,0
84,84,164,71,1.5098,28.586,23.621,-22.511,0
85,85,164,71,1.5098,28.711,19.435,-22.913,0
86,86,164,71,1.5098,28.706,15.308,-23.395,0
87,87,164,71,1.5098,28.564,11.298,-23.762,0
88,88,164,71,1.5098,28.322,7.5064,-23.932,0
89,89,164,71,1.5098,28.032,4.059,-24.106,0
90,90,164,71,1.5098,27.743,1.074,-24.593,0
91,91,164,71,1.5098,27.517,-1.3253,-25.444,0
92,92,164,71,1.5098,27.448,-2.9906,-26.351,0
93,93,164,71,1.5098,27.6,-3.8049,-26.958,0
94,94,164,71,1.5098,27.929,-3.8179,-27.231,0
95,95,164,71,1.5098,28.299,-3.2254,-27.386,0
96,96,164,71,1.5098,28.604,-2.1447,-27.446,0
97,97,164,71,1.5098,28.831,-0.54135,-27.088,0
98,98,164,71,1.5098,28.963,1.5163,-26.189,0
99,99,164,71,1.5098,28.874,3.6093,-25.496,0
100,100,164,71,1.5098,28.419,5.1471,-26.327,0
0,0,164,71,1.1981,28.194,3.3802,-26.694,-9.579
1,1,164,71,1.1981,28.088,5.0732,-28.105,139.49
2,2,164,71,1.1981,27.727,5.9363,-30.63,263.83
3,3,164,71,1.1981,27.375,6.9105,-32.592,350.74
4,4,164,71,1.1981,27.379,9.3124,-32.621,404.15
5,5,164,71,1.1981,27.713,13.031,-31.035,439.73
6,6,164,71,1.1981,27.896,16.427,-29.193,475.42
7,7,164,71,1.1981,27.457,18.117,-28.014,523
8,8,164,71,1.1981,26.438,18.342,-27.208,584.39
9,9,164,71,1.1981,25.271,18.264,-26.13,653.08
10,10,164,71,1.1981,24.231,18.535,-24.698,718.7
11,11,164,71,1.1981,23.343,19.173,-23.164,771.87
12,12,164,71,1.1981,22.503,19.861,-21.713,807.12
13,13,164,71,1.1981,21.633,20.311,-20.415,823.53
14,14,164,71,1.1981,20.692,20.358,-19.333,823.55
15,15,164,71,1.1981,19.664,20.082,-18.462,811.2
16,16,164,71,1.1981,18.547,19.685,-17.709,790.47
17,17,164,71,1.1981,17.349,19.292,-16.954,764.49
18,18,164,71,1.1981,16.09,18.884,-16.143,735.41
19,19,164,71,1.1981,14.761,18.365,-15.319,704.75
20,20,164,71,1.1981,13.312,17.675,-14.546,673.84
21,21,164,71,1.1981,11.707,16.797,-13.903,644.03
22,22,164,71,1.1981,10.011,15.764,-13.441,616.65
23,23,164,71,1.1981,8.3176,14.628,-13.159,592.74
24,24,164,71,1.1981,6.6918,13.463,-12.999,572.82
25,25,164,71,1.1981,5.1443,12.337,-12.871,556.87
26,26,164,71,1.1981,3.666,11.275,-12.689,544.54
27,27,164,71,1.1981,2.2422,10.269,-12.404,535.43
28,28,164,71,1.1981,0.84592,9.292,-12.08,529.31
29,29,164,71,1.1981,-0.54716,8.3173,-11.873,526.19
30,30,164,71,1.1981,-1.9428,7.3473,-11.867,526.22
31,31,164,71,1.1981,-3.3271,6.4129,-11.942,529.59
32,32,164,71,1.1981,-4.6836,5.5512,-11.862,536.49
33,33,164,71,1.1981,-6.0142,4.7918,-11.555,546.97
34,34,164,71,1.1981,-7.3228,4.1477,-11.164,560.94
35,35,164,71,1.1981,-8.5777,3.6049,-10.842,578.15
36,36,164,71,1.1981,-9.7359,3.1578,-10.581,598.16
37,37,164,71,1.1981,-10.79,2.8409,-10.318,620.34
38,38,164,71,1.1981,-11.764,2.7055,-10.049,643.97
39,39,164,71,1.1981,-12.665,2.7616,-9.8085,668.22
40,40,164,71,1.1981,-13.469,3.0012,-9.5908,692.19
41,41,164,71,1.1981,-14.142,3.4256,-9.3829,714.95
42,42,164,71,1.1981,-14.688,4.0033,-9.2595,735.48
43,43,164,71,1.1981,-15.128,4.7008,-9.345,752.78
44,44,164,71,1.1981,-15.493,5.5079,-9.661,765.91
45,45,164,71,1.1981,-15.828,6.4262,-10.048,774.11
46,46,164,71,1.1981,-16.169,7.4355,-10.416,776.81
47,47,164,71,1.1981,-16.535,8.4985,-10.911,773.49
48,48,164,71,1.1981,-16.924,9.5949,-11.742,763.35
49,49,164,71,1.1981,-17.324,10.738,-12.925,744.9
50,50,164,71,1.1981,-17.686,11.983,-14.352,715.77
51,51,164,71,1.1981,-17.895,13.447,-15.947,672.98
52,52,164,71,1.1981,-17.859,15.229,-17.77,613.9
53,53,164,71,1.1981,-17.589,17.362,-20.041,537.79
54,54,164,71,1.1981,-17.2,19.736,-23.081,447.23
55,55,164,71,1.1981,-16.814,22.127,-27.129,348.86
56,56,164,71,1.1981,-16.406,24.446,-32.243,252.44
57,57,164,71,1.1981,-15.805,26.91,-38.051,168.4
58,58,164,71,1.1981,-14.822,29.861,-43.545,104.59
59,59,164,71,1.1981,-13.427,33.297,-47.886,63.798
60,60,164,71,1.1981,-11.725,36.89,-51.079,43.135
61,61,164,71,1.1981,-9.8545,40.331,-53.5,0
62,62,164,71,1.1981,-7.8899,43.652,-54.883,0
63,63,164,71,1.1981,-5.7913,46.974,-54.274,0
64,64,164,71,1.1981,-3.4959,50.165,-51.352,0
65,65,164,71,1.1981,-1.0689,52.833,-47.413,0
66,66,164,71,1.1981,1.286,54.707,-43.974,0
67,67,164,71,1.1981,3.4087,55.867,-41.454,0
68,68,164,71,1.1981,5.367,56.648,-39.164,0
69,69,164,71,1.1981,7.3291,57.26,-36.464,0
70,70,164,71,1.1981,9.3065,57.6,-33.48,0
71,71,164,71,1.1981,11.18,57.444,-30.888,0
72,72,164,71,1.1981,12.913,56.788,-29.088,0
73,73,164,71,1.1981,14.558,55.752,-27.861,0
74,74,164,71,1.1981,16.155,54.422,-26.665,0
75,75,164,71,1.1981,17.671,52.764,-25.296,0
76,76,164,71,1.1981,19.034,50.7,-24.044,0
77,77,164,71,1.1981,20.191,48.232,-23.199,0
78,78,164,71,1.1981,21.207,45.42,-22.803,0
79,79,164,71,1.1981,22.124,42.325,-22.628,0
80,80,164,71,1.1981,22.883,38.997,-22.446,0
81,81,164,71,1.1981,23.483,35.482,-22.281,0
82,82,164,71,1.1981,23.957,31.84,-22.295,0
83,83,164,71,1.1981,24.323,28.083,-22.513,0
84,84,164,71,1.1981,24.587,24.218,-22.732,0
85,85,164,71,1.1981,24.753,20.272,-22.81,0
86,86,164,71,1.1981,24.815,16.253,-22.912,0
87,87,164,71,1.1981,24.757,12.163,-23.242,0
88,88,164,71,1.1981,24.597,8.0755,-23.728,0
89,89,164,71,1.1981,24.395,4.1719,-24.17,0
90,90,164,71,1.1981,24.212,0.65945,-24.568,0
91,91,164,71,1.1981,24.085,-2.2594,-25.063,0
92,92,164,71,1.1981,24.033,-4.496,-25.656,0
93,93,164,71,1.1981,24.09,-5.9687,-26.211,0
94,94,164,71,1.1981,24.292,-6.5964,-26.592,0
95,95,164,71,1.1981,24.636,-6.4148,-26.788,0
